hgnc_symbol	chromosome_name	start_position	end_position
INPPL1	11	72223524	72239184
INSL4	9	5231419	5235304
INSL5	1	66797740	66801276
INSR	19	7112255	7294414
IPCEF1	6	154154496	154356803
IQGAP2	5	76403285	76708132
IRAG2	12	25004342	25108489
IRAK1	X	154010504	154019927
IRAK4	12	43758944	43798307
IRF2	4	184385702	184474558
ISG15	1	1001138	1014540
ISLR2	15	74100311	74138540
ISM1	20	13221274	13300651
IST1	16	71845996	71931199
ITGA11	15	68296532	68432191
ITGA2	5	52989320	53094779
ITGA5	12	54395261	54419266
ITGA6	2	172234216	172506459
ITGAL	16	30472658	30523567
ITGAM	16	31259967	31332892
ITGAV	2	186590010	186680901
ITGB1	10	32887273	33005792
ITGB1BP2	X	71301747	71305371
ITGB2	21	44885948	44932079
ITGB5	3	124761948	124901418
ITGB6	2	160099664	160271888
ITGB7	12	53191318	53207282
ITGBL1	13	101452593	101720856
ITIH1	3	52777567	52792068
ITIH3	3	52794450	52809881
ITIH4	3	52812918	52831069
ITM2A	X	79360384	79367697
ITM2C	2	230864639	230879248
ITPA	20	3208868	3223870
ITPR1	3	4493345	4847506
ITPRIPL1	2	96324977	96330517
ITSN1	21	33642400	33899861
JAG1	20	10637684	10674396
JAK2	9	4984390	5129948
JAKMIP3	10	132036336	132184858
JAM2	21	25639258	25717562
JAM3	11	134068998	134152001
JAML	11	118193725	118226323
JCHAIN	4	70655541	70681817
JPT2	16	1678256	1702859
KAZALD1	10	101061171	101068179
KAZN	1	13892792	15118043
KCNAB2	1	5990927	6101193
KCNE2	21	34180729	34371381
KCNIP1	5	170353487	170736632
KCTD5	16	2682521	2709030
KDM3A	2	86440647	86492716
KDR	4	55078476	55125595
KEL	HSCHR7_2_CTG6	964181	985748
KEL	7	142941114	142962363
KHK	2	27086723	27100777
KIAA0040	1	175156986	175193265
KIAA0319	6	24544104	24646191
KIAA2013	1	11919591	11926428
KIF22	16	29790718	29805388
KIFBP	10	68988803	69043544
KIN	10	7750962	7787994
KIR2DL3	HSCHR19KIR_0010-5217-AB_CTG3_1	40100	54640
KIR2DL3	HSCHR19KIR_502960008-1_CTG3_1	40099	54619
KIR2DL3	HSCHR19KIR_7191059-1_CTG3_1	40135	54659
KIR2DL3	HSCHR19KIR_0019-4656-A_CTG3_1	40142	54670
KIR2DL3	HSCHR19KIR_CA01-TA01_2_CTG3_1	40107	54661
KIR2DL3	HSCHR19KIR_CA04_CTG3_1	40118	54642
KIR2DL3	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	17437	31965
KIR2DL3	HSCHR19KIR_FH05_A_HAP_CTG3_1	25320	39891
KIR2DL3	HSCHR19KIR_CA01-TA01_1_CTG3_1	40134	54693
KIR2DL3	HSCHR19KIR_7191059-2_CTG3_1	40133	54681
KIR2DL3	HSCHR19KIR_FH08_A_HAP_CTG3_1	12714	27229
KIR2DL3	HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	40095	54629
KIR2DL3	HSCHR19KIR_CA01-TB04_CTG3_1	40101	54630
KIR2DL3	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	116314	130572
KIR2DL3	HSCHR19KIR_G085_A_HAP_CTG3_1	115787	130311
KIR2DL3	HSCHR19KIR_CA01-TB01_CTG3_1	40134	54660
KIR2DL3	HSCHR19KIR_FH13_A_HAP_CTG3_1	115535	130041
KIR2DL3	HSCHR19KIR_GRC212_AB_HAP_CTG3_1	155373	169871
KIR2DL3	HSCHR19KIR_FH06_A_HAP_CTG3_1	14460	28965
KIR2DL3	HSCHR19KIR_LUCE_A_HAP_CTG3_1	116047	130563
KIR2DL3	HSCHR19KIR_RSH_A_HAP_CTG3_1	116064	130587
KIR2DL3	HSCHR19KIR_G248_A_HAP_CTG3_1	116660	130943
KIR2DL3	HSCHR19KIR_T7526_A_HAP_CTG3_1	116161	130546
KIR2DL3	HSCHR19KIR_HG2394_CTG3_1	40101	54648
KIR2DL3	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	146080	160620
KIR2DL3	HSCHR19LRC_LRC_T_CTG3_1	721344	735888
KIR2DL3	HSCHR19KIR_FH15_A_HAP_CTG3_1	115849	130400
KIR2DL3	HSCHR19LRC_COX1_CTG3_1	644160	658712
KIR2DL3	HSCHR19_4_CTG3_1	721088	735618
KIR2DL3	HSCHR19LRC_PGF1_CTG3_1	642858	657386
KIR2DL3	19	54738513	54753061
KIR2DL5A	HSCHR19KIR_CA01-TB01_CTG3_1	134766	160497
KIR2DL5A	HSCHR19KIR_GRC212_AB_HAP_CTG3_1	65780	75331
KIR2DL5A	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	53906	63370
KIR2DL5A	HSCHR19LRC_COX2_CTG3_1	450950	460291
KIR2DL5A	HSCHR19KIR_FH05_B_HAP_CTG3_1	176150	185646
KIR2DL5A	HSCHR19KIR_FH15_B_HAP_CTG3_1	60105	69601
KIR2DL5A	HSCHR19KIR_RP5_B_HAP_CTG3_1	46835	56299
KIR2DL5A	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	53892	63388
KIR2DS2	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	161634	175541
KIR2DS2	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	29490	60215
KIR2DS2	HSCHR19KIR_G248_BA2_HAP_CTG3_1	149814	164109
KIR2DS2	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	130021	144329
KIR2DS2	HSCHR19KIR_HG2393_CTG3_1	125192	153039
KIR2DS2	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	150933	165052
KIR2DS2	HSCHR19KIR_FH05_B_HAP_CTG3_1	37082	50989
KIR2DS2	HSCHR19KIR_FH15_B_HAP_CTG3_1	194387	208682
KIR2DS2	HSCHR19KIR_G085_BA1_HAP_CTG3_1	102709	116870
KIR2DS2	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	101207	115411
KIR2DS2	HSCHR19KIR_RP5_B_HAP_CTG3_1	106543	137288
KIR2DS2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	130392	144417
KIR2DS2	HSCHR19LRC_PGF2_CTG3_1	464498	478867
KIR2DS4	HSCHR19KIR_502960008-1_CTG3_1	134276	150168
KIR2DS4	HSCHR19KIR_7191059-1_CTG3_1	134314	150206
KIR2DS4	HSCHR19KIR_0019-4656-A_CTG3_1	134332	150012
KIR2DS4	HSCHR19KIR_CA01-TA01_2_CTG3_1	134314	150206
KIR2DS4	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	111622	127537
KIR2DS4	HSCHR19KIR_FH05_A_HAP_CTG3_1	119551	134587
KIR2DS4	HSCHR19KIR_502960008-2_CTG3_1	134160	149171
KIR2DS4	HSCHR19KIR_CA01-TA01_1_CTG3_1	134319	150212
KIR2DS4	HSCHR19KIR_7191059-2_CTG3_1	134312	150202
KIR2DS4	HSCHR19KIR_FH08_A_HAP_CTG3_1	106947	122800
KIR2DS4	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	21127	36733
KIR2DS4	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	21000	36313
KIR2DS4	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	110120	125517
KIR2DS4	HSCHR19KIR_G085_A_HAP_CTG3_1	20526	36050
KIR2DS4	HSCHR19KIR_FH13_A_HAP_CTG3_1	21015	35831
KIR2DS4	HSCHR19KIR_G248_A_HAP_CTG3_1	20782	36697
KIR2DS4	HSCHR19KIR_FH06_A_HAP_CTG3_1	108665	124242
KIR2DS4	HSCHR19KIR_LUCE_A_HAP_CTG3_1	20473	36388
KIR2DS4	HSCHR19KIR_RSH_A_HAP_CTG3_1	20773	36403
KIR2DS4	HSCHR19KIR_G248_BA2_HAP_CTG3_1	11028	25442
KIR2DS4	HSCHR19KIR_T7526_A_HAP_CTG3_1	20467	36357
KIR2DS4	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	10672	26251
KIR2DS4	HSCHR19KIR_HG2394_CTG3_1	134336	150226
KIR2DS4	HSCHR19LRC_LRC_S_CTG3_1	819633	830491
KIR2DS4	HSCHR19KIR_HG2396_CTG3_1	120666	136559
KIR2DS4	HSCHR19LRC_LRC_I_CTG3_1	737442	828448
KIR2DS4	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	20493	36147
KIR2DS4	HSCHR19KIR_FH15_A_HAP_CTG3_1	20758	36126
KIR2DS4	HSCHR19KIR_G085_BA1_HAP_CTG3_1	21262	36251
KIR2DS4	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	20344	34826
KIR2DS4	HSCHR19_4_CTG3_1	815245	830852
KIR2DS4	HSCHR19LRC_PGF1_CTG3_1	737079	752960
KIR2DS4	19	54832676	54848569
KIR3DL1	HSCHR19KIR_502960008-1_CTG3_1	118067	132378
KIR3DL1	HSCHR19KIR_7191059-1_CTG3_1	118105	132416
KIR3DL1	HSCHR19KIR_0019-4656-A_CTG3_1	118103	132434
KIR3DL1	HSCHR19KIR_CA01-TA01_2_CTG3_1	118105	132416
KIR3DL1	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	95411	109723
KIR3DL1	HSCHR19KIR_FH05_A_HAP_CTG3_1	103340	117653
KIR3DL1	HSCHR19KIR_502960008-2_CTG3_1	117918	132231
KIR3DL1	HSCHR19KIR_CA01-TA01_1_CTG3_1	118111	132421
KIR3DL1	HSCHR19KIR_7191059-2_CTG3_1	118070	132383
KIR3DL1	HSCHR19KIR_FH08_A_HAP_CTG3_1	90646	104989
KIR3DL1	HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	118120	122021
KIR3DL1	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	38631	52936
KIR3DL1	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	38341	52640
KIR3DL1	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	93848	108144
KIR3DL1	HSCHR19KIR_G085_A_HAP_CTG3_1	38030	52335
KIR3DL1	HSCHR19KIR_FH13_A_HAP_CTG3_1	37780	52083
KIR3DL1	HSCHR19KIR_FH06_A_HAP_CTG3_1	92411	106723
KIR3DL1	HSCHR19KIR_LUCE_A_HAP_CTG3_1	38286	52593
KIR3DL1	HSCHR19KIR_G248_A_HAP_CTG3_1	38596	52938
KIR3DL1	HSCHR19KIR_G248_BA2_HAP_CTG3_1	27422	41730
KIR3DL1	HSCHR19KIR_RSH_A_HAP_CTG3_1	38301	52606
KIR3DL1	HSCHR19KIR_T7526_A_HAP_CTG3_1	38286	52591
KIR3DL1	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	28192	42497
KIR3DL1	HSCHR19KIR_HG2394_CTG3_1	118094	132407
KIR3DL1	HSCHR19KIR_HG2396_CTG3_1	104458	118768
KIR3DL1	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	20590	84249
KIR3DL1	HSCHR19KIR_FH15_A_HAP_CTG3_1	38147	52466
KIR3DL1	HSCHR19KIR_G085_BA1_HAP_CTG3_1	38231	52539
KIR3DL1	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	36725	51067
KIR3DL1	HSCHR19_4_CTG3_1	799043	813347
KIR3DL1	HSCHR19LRC_PGF1_CTG3_1	720829	735146
KIR3DL1	19	54816468	54830778
KIR3DL2	HSCHR19KIR_0010-5217-AB_CTG3_1	87796	89620
KIR3DL2	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	129423	146154
KIR3DL2	HSCHR19KIR_FH05_A_HAP_CTG3_1	136461	153231
KIR3DL2	HSCHR19KIR_502960008-2_CTG3_1	151039	167809
KIR3DL2	HSCHR19KIR_CA01-TA01_1_CTG3_1	152086	168847
KIR3DL2	HSCHR19KIR_7191059-2_CTG3_1	152069	168819
KIR3DL2	HSCHR19KIR_FH08_A_HAP_CTG3_1	124676	141434
KIR3DL2	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	2177	18971
KIR3DL2	HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	1843	18639
KIR3DL2	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	127809	144581
KIR3DL2	HSCHR19KIR_G085_A_HAP_CTG3_1	1576	18370
KIR3DL2	HSCHR19KIR_CA01-TB01_CTG3_1	179497	196283
KIR3DL2	HSCHR19KIR_FH13_A_HAP_CTG3_1	2199	18974
KIR3DL2	HSCHR19KIR_GRC212_AB_HAP_CTG3_1	13972	30766
KIR3DL2	HSCHR19KIR_FH06_A_HAP_CTG3_1	126387	143165
KIR3DL2	HSCHR19KIR_LUCE_A_HAP_CTG3_1	1842	18600
KIR3DL2	HSCHR19KIR_G248_A_HAP_CTG3_1	2151	18909
KIR3DL2	HSCHR19KIR_RSH_A_HAP_CTG3_1	1842	18614
KIR3DL2	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	1831	18625
KIR3DL2	HSCHR19KIR_HG2393_CTG3_1	44779	61569
KIR3DL2	HSCHR19KIR_T7526_A_HAP_CTG3_1	1842	18600
KIR3DL2	HSCHR19LRC_LRC_S_CTG3_1	832361	849155
KIR3DL2	HSCHR19LRC_COX2_CTG3_1	495695	512489
KIR3DL2	HSCHR19KIR_FH05_B_HAP_CTG3_1	220660	237454
KIR3DL2	HSCHR19LRC_LRC_I_CTG3_1	830291	839007
KIR3DL2	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	1842	18618
KIR3DL2	HSCHR19LRC_LRC_T_CTG3_1	768981	785805
KIR3DL2	HSCHR19KIR_FH15_A_HAP_CTG3_1	1850	18614
KIR3DL2	HSCHR19KIR_FH15_B_HAP_CTG3_1	8297	25091
KIR3DL2	HSCHR19KIR_G085_BA1_HAP_CTG3_1	2033	18762
KIR3DL2	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	1715	18474
KIR3DL2	HSCHR19KIR_RP5_B_HAP_CTG3_1	2844	11554
KIR3DL2	HSCHR19_4_CTG3_1	833012	849784
KIR3DL2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	2084	18878
KIR3DL2	HSCHR19LRC_LRC_J_CTG3_1	858278	860146
KIR3DL2	HSCHR19LRC_PGF1_CTG3_1	754833	771590
KIR3DL2	19	54850433	54867209
KIRREL2	19	35851369	35867145
KIT	4	54657267	54740783
KITLG	12	88492789	88580851
KLB	4	39406930	39451533
KLF4	9	107484852	107490482
KLHL13	X	117897794	118117340
KLHL41	2	169509687	169526262
KLK1	19	50819146	50823787
KLK10	19	51012739	51021048
KLK11	19	51022216	51028039
KLK12	19	51029092	51035230
KLK13	19	51055626	51065114
KLK15	19	50825289	50837213
KLK3	19	50854915	50860764
KLK4	19	50906351	50911395
KLK6	19	50958631	50969673
KLK7	19	50976468	50984099
KLK8	19	50996007	51002711
KLKB1	4	186225424	186258476
KLRB1	12	9594551	9607916
KLRD1	12	10226058	10329608
KLRF1	12	9827481	9845007
KLRK1	12	10372353	10391874
KMT2C	7	152134922	152436644
KMT2D	12	49018975	49060794
KNG1	3	186717329	186744410
KPNA2	17	68035636	68047364
KRT18	12	52945688	52952911
KRT19	17	41523613	41528308
KYAT1	9	128832937	128882556
KYAT3	1	88935773	88992953
KYNU	2	142877613	143055833
L1CAM	X	153861511	153886204
L3HYPDH	14	59460363	59484408
LACRT	12	54630811	54634895
LACTB2	8	70631109	70669185
LAG3	12	6772360	6778455
LAIR1	HSCHR19LRC_COX2_CTG3_1	335059	352046
LAIR1	HSCHR19_4_CTG3_1	334105	353279
LAIR1	HSCHR19LRC_PGF1_CTG3_1	258363	275291
LAIR1	HSCHR19LRC_PGF2_CTG3_1	335587	352601
LAIR1	19	54351384	54370558
LAIR2	HSCHR19LRC_COX1_CTG3_1	404073	417309
LAIR2	HSCHR19_4_CTG3_1	480214	493011
LAIR2	HSCHR19LRC_PGF1_CTG3_1	402599	415826
LAIR2	19	54497879	54510687
LAMA4	6	112106077	112254939
LAMB1	7	107923715	108004434
LAMP1	13	113297088	113323674
LAMP2	X	120426148	120469365
LAMP3	3	183122200	183163839
LARP1	5	154682986	154817605
LAT	16	28984808	28990784
LAT2	7	74199652	74234454
LATS1	6	149658153	149718105
LAYN	11	111540280	111561745
LBP	20	38346482	38377511
LBR	1	225400900	225428925
LCAT	16	67939750	67944131
LCK	1	32251244	32286170
LCN10	9	136738167	136743356
LCN15	9	136759634	136766255
LCN2	9	128149071	128153453
LCP1	13	46125920	46211871
LCT	2	135787850	135837184
LDLR	19	11089418	11133830
LDLRAP1	1	25543573	25591200
LECT2	5	135922279	135954983
LEFTY2	1	225936598	225941383
LEP	7	128241278	128257629
LEPR	1	65420652	65641559
LETM1	4	1811479	1856232
LGALS1	22	37675636	37679805
LGALS3	14	55121352	55148022
LGALS3BP	17	78971238	78979962
LGALS4	HG26_PATCH	211354	222617
LGALS4	19	38801671	38813070
LGALS7	HG26_PATCH	198916	201430
LGALS7	19	38770968	38773517
LGALS8	1	236518000	236552981
LGALS9	17	27629798	27649561
LGMN	14	92703798	92751131
LHB	19	49015980	49017091
LHPP	10	124461792	124617888
LIF	22	30240453	30246759
LIFR	5	38474668	38608354
LILRA2	HSCHR19LRC_COX1_CTG3_1	479310	493950
LILRA2	HSCHR19_4_CTG3_1	555501	570141
LILRA2	HSCHR19LRC_PGF1_CTG3_1	477804	492444
LILRA2	19	54572920	54590287
LILRA3	HSCHR19LRC_COX2_CTG3_1	268410	280719
LILRA3	HSCHR19LRC_COX1_CTG3_1	268530	280828
LILRA3	HSCHR19_4_CTG3_1	270964	275840
LILRA3	HSCHR19LRC_PGF2_CTG3_1	268785	281093
LILRA4	HSCHR19LRC_COX2_CTG3_1	290261	320516
LILRA4	HSCHR19_4_CTG3_1	315570	321535
LILRA4	19	54333185	54339162
LILRA4	HSCHR19LRC_PGF2_CTG3_1	290416	320659
LILRA5	HSCHR19LRC_COX2_CTG3_1	288422	294485
LILRA5	HSCHR19LRC_COX1_CTG3_1	288498	302003
LILRA5	HSCHR19_4_CTG3_1	289467	295523
LILRA5	HSCHR19LRC_PGF2_CTG3_1	288603	294640
LILRA5	19	54307041	54313166
LILRA6	HSCHR19LRC_COX1_CTG3_1	213259	217539
LILRA6	HSCHR19_4_CTG3_1	211580	217825
LILRA6	HSCHR19LRC_PGF1_CTG3_1	213475	217824
LILRA6	HSCHR19LRC_PGF2_CTG3_1	191261	217850
LILRA6	19	54236590	54242790
LILRB1	HSCHR19LRC_COX1_CTG3_1	523316	543942
LILRB1	HSCHR19_4_CTG3_1	613049	620134
LILRB1	HSCHR19LRC_PGF1_CTG3_1	522048	542447
LILRB1	HSCHR19LRC_PGF2_CTG3_1	363079	364052
LILRB1	19	54616309	54638022
LILRB2	HSCHR19LRC_COX1_CTG3_1	248562	256056
LILRB2	HSCHR19_4_CTG3_1	248789	256153
LILRB2	HSCHR19LRC_PGF1_CTG3_1	248805	253362
LILRB2	HSCHR19LRC_PGF2_CTG3_1	248817	256311
LILRB2	19	54273812	54281184
LILRB4	HSCHR19LRC_COX1_CTG3_1	568518	576762
LILRB4	HSCHR19_4_CTG3_1	645385	652924
LILRB4	HSCHR19LRC_PGF1_CTG3_1	567009	574618
LILRB4	HSCHR19LRC_PGF2_CTG3_1	388618	396863
LILRB4	19	54643889	54670359
LILRB5	HSCHR19LRC_COX1_CTG3_1	225148	232344
LILRB5	HSCHR19_4_CTG3_1	225383	232281
LILRB5	HSCHR19LRC_PGF1_CTG3_1	225393	232577
LILRB5	HSCHR19LRC_PGF2_CTG3_1	225413	232612
LILRB5	19	54249421	54257339
LIPF	10	88664441	88678814
LMAN2	5	177315805	177351840
LMAN2L	2	96704993	96740084
LMNB1	5	126776623	126837232
LMNB2	19	2427638	2456992
LMOD1	1	201896456	201946551
LONP1	19	5691834	5720572
LPA	6	160531482	160664275
LPCAT2	16	55508994	55586666
LPL	8	19901717	19967267
LPO	17	58218548	58268518
LPP	3	188152994	188890671
LRCH4	7	100574011	100586161
LRG1	19	4536402	4540067
LRIG1	3	66378794	66501263
LRIG3	12	58872037	58920551
LRP1	12	57128483	57213361
LRP11	6	149818757	149864424
LRP1B	2	140231423	142131016
LRP8	1	53242364	53328469
LRPAP1	4	3503612	3532446
LRRC19	9	26993136	27005709
LRRC25	19	18391137	18397622
LRRC59	17	50375059	50398227
LRRFIP1	2	237627554	237813682
LRRN1	3	3799378	3849834
LRTM2	HG1815_PATCH	162411	178897
LRTM2	12	1820267	1836753
LSP1	HG28_PATCH	43473	82770
LSP1	11	1850904	1892267
LTA	HSCHR6_MHC_SSTO_CTG1	2871334	2873604
LTA	HSCHR6_MHC_COX_CTG1	3049341	3051611
LTA	HSCHR6_MHC_DBB_CTG1	2819785	2822057
LTA	HSCHR6_MHC_MANN_CTG1	2877095	2879365
LTA	HSCHR6_MHC_MCF_CTG1	2913950	2916222
LTA	HSCHR6_MHC_QBL_CTG1	2827871	2830143
LTA	6	31572054	31574324
LTA4H	12	96000753	96043520
LTB	6	31580525	31582522
LTB	HSCHR6_MHC_APD_CTG1	2913134	2915101
LTB	HSCHR6_MHC_COX_CTG1	3057842	3059809
LTB	HSCHR6_MHC_DBB_CTG1	2828288	2830255
LTB	HSCHR6_MHC_SSTO_CTG1	2879835	2881802
LTB	HSCHR6_MHC_MANN_CTG1	2885596	2887563
LTB	HSCHR6_MHC_MCF_CTG1	2922453	2924420
LTB	HSCHR6_MHC_QBL_CTG1	2836376	2838343
LTBP2	14	74498183	74612378
LTBP3	11	65538559	65558930
LTBR	12	6375045	6391571
LUZP2	11	24496970	25082638
LXN	3	158645822	158672648
LY6D	8	142784882	142786539
LY6G6C	6	31718648	31721746
LY6G6C	HSCHR6_MHC_DBB_CTG1	2966410	2969607
LY6G6C	HSCHR6_MHC_SSTO_CTG1	3017944	3021141
LY6G6C	HSCHR6_MHC_COX_CTG1	3195936	3199133
LY6G6C	HSCHR6_MHC_MANN_CTG1	3023694	3026891
LY6G6C	HSCHR6_MHC_MCF_CTG1	3060523	3063720
LY6G6C	HSCHR6_MHC_QBL_CTG1	2974462	2977659
LY75	2	159803355	159904756
LY9	1	160796074	160828483
LY96	8	73991392	74029079
LYAR	4	4267572	4290196
LYN	8	55879825	56014169
LYPD3	19	43460787	43465608
LYPD8	1	248737957	248755759
LYSMD3	5	90515611	90529596
LYVE1	11	10556966	10611689
LYZ	12	69348381	69354234
LYZL2	10	30611779	30629762
LZTFL1	3	45823316	45916042
M6PR	12	8940358	8951856
MAD1L1	7	1815787	2233243
MAGEA3	HSCHRX_1_CTG14	381298	384871
MAGEA3	X	152698767	152702347
MAGED1	X	51803007	51902357
MAMDC2	HSCHR9_1_CTG3	19469	152750
MAMDC2	9	70043820	70226987
MAMDC4	9	136850943	136860802
MAN1A2	1	117367449	117528872
MAN2B2	4	6575174	6623362
MANBA	4	102630770	102760999
MANF	3	51385291	51389397
MANSC1	HG1362_PATCH	295054	319240
MANSC1	12	12326056	12350483
MANSC4	12	27762427	27780236
MAP2	2	209423988	209734235
MAP2K1	15	66386825	66491656
MAP2K2	19	4090317	4124216
MAP2K4	17	12020828	12143830
MAP2K6	17	69414683	69553865
MAP3K3	17	63622381	63696305
MAP3K5	6	136557034	136793097
MAP4K5	14	50417845	50561126
MAPK1	22	21755537	21867680
MAPK14	6	36027738	36122511
MAPK3	16	30114105	30123506
MAPK8	10	48306639	48439360
MAPK9	5	180233143	180292099
MAPKAPK2	1	206684886	206734284
MAPKAPK5	12	111842013	111902222
MAPRE3	2	26970633	27027219
MARCO	2	118942172	118994664
MARK3	14	103385361	103503831
MARS1	12	57475445	57517569
MASP1	HG2264_PATCH	26961	101659
MASP1	3	187217282	187291980
MATN2	8	97868840	98036769
MATN3	2	19992052	20012669
MAVS	20	3842694	3876123
MAX	14	65006174	65102695
MB	22	35606764	35637951
MBL2	10	52765377	52772784
MCAM	11	119307972	119321521
MCEE	2	71109684	71130279
MCEMP1	19	7677088	7679833
MCFD2	2	46901870	46941855
MCL1	1	150560895	150579738
MCTS1	X	120594010	120621159
MDGA1	6	37630679	37699306
MDH1	2	63588557	63607273
MDK	11	46380756	46383837
MECR	1	29192657	29230945
MED18	HSCHR1_8_CTG3	122646	129609
MED18	1	28329002	28335965
MED21	12	27022546	27066343
MED4	13	48053323	48095131
MEGF10	5	127290796	127465737
MEGF11	HSCHR15_2_CTG8	848	357702
MEGF11	15	65895079	66253811
MEGF9	9	120600811	120714470
MELTF	3	196980590	197029874
MEP1A	6	46793368	46839801
MEP1B	18	32185069	32220404
MEPE	4	87821398	87846814
MERTK	2	111898607	112029561
MESD	15	80946289	80989834
MET	7	116672051	116798386
METAP1D	HSCHR2_11_CTG7_2	438993	521197
METAP1D	2	171999943	172082432
METAP2	12	95473520	95515839
MFAP2	1	16974498	16981616
MFAP4	17	19383442	19387197
MFGE8	15	88898683	88913468
MFNG	22	37469063	37486402
MGA	15	41621134	41773081
MGLL	3	127689062	128052190
MGMT	10	129466679	129770983
MIA	19	40768997	40777490
MICA	HSCHR6_MHC_SSTO_CTG1	2702061	2718516
MICA	HSCHR6_MHC_COX_CTG1	2880151	2896610
MICA	HSCHR6_MHC_MANN_CTG1	2708377	2724826
MICA	HSCHR6_MHC_QBL_CTG1	2655411	2671966
MICA	6	31399784	31415315
MICALL2	7	1428465	1459496
MICB	6	31494881	31511124
MICB	HSCHR6_MHC_APD_CTG1	2827449	2843674
MICB	HSCHR6_MHC_DBB_CTG1	2745694	2758910
MICB	HSCHR6_MHC_COX_CTG1	2975426	2988464
MICB	HSCHR6_MHC_SSTO_CTG1	2797381	2810410
MICB	HSCHR6_MHC_MCF_CTG1	2840040	2853071
MICB	HSCHR6_MHC_MANN_CTG1	2810695	2816200
MICB	HSCHR6_MHC_QBL_CTG1	2753986	2767002
MICOS10	1	19484403	19629821
MIF	HSCHR22_1_CTG7	130366	131589
MIF	22	23894372	23895227
MILR1	17	64449037	64492770
MINDY1	1	150995125	151008376
MINK1	17	4833147	4898065
MINPP1	10	87504875	87553461
MITD1	2	99161427	99181058
MLN	6	33794673	33804003
MME	3	155024124	155183803
MMP1	11	102789401	102798160
MMP10	11	102770502	102780628
MMP12	11	102862736	102874982
MMP13	11	102942995	102955732
MMP3	11	102835801	102843609
MMP7	11	102520508	102530853
MMP8	11	102711796	102727050
MMP9	20	46008908	46016561
MMUT	6	49430360	49463321
MNDA	1	158831332	158849506
MOCS2	5	53095679	53113016
MOG	HSCHR6_MHC_APD_CTG1	922690	938080
MOG	HSCHR6_MHC_DBB_CTG1	922526	937918
MOG	HSCHR6_MHC_SSTO_CTG1	966016	981404
MOG	HSCHR6_MHC_COX_CTG1	1143453	1158845
MOG	HSCHR6_MHC_MANN_CTG1	922098	937486
MOG	HSCHR6_MHC_MCF_CTG1	922380	937746
MOG	HSCHR6_MHC_QBL_CTG1	922481	937873
MOG	6	29656598	29674431
MORF4L2	X	103675360	103688158
MPG	16	77007	85851
MPHOSPH8	13	19633659	19673441
MPI	15	74890005	74902219
MPIG6B	6	31718594	31726714
MPIG6B	HSCHR6_MHC_SSTO_CTG1	3017890	3026006
MPIG6B	HSCHR6_MHC_COX_CTG1	3195882	3203998
MPIG6B	HSCHR6_MHC_DBB_CTG1	2966356	2974472
MPIG6B	HSCHR6_MHC_MANN_CTG1	3023640	3031757
MPIG6B	HSCHR6_MHC_MCF_CTG1	3060469	3068585
MPIG6B	HSCHR6_MHC_QBL_CTG1	2974408	2982521
MPL	1	43337808	43354466
MPO	17	58269855	58280935
MPP7	10	28050993	28335290
MPRIP	17	17042457	17217679
MRAP	21	32291813	32314784
MRC1	10	17809014	17911164
MRI1	19	13764522	13774282
MRM3	17	782345	792509
MRPL33	2	27771717	27988087
MRPL34	19	17292609	17306843
MRPL58	17	75012664	75021266
MSLN	16	760734	768866
MSMB	10	46033307	46048180
MSMP	9	35752990	35756613
MSR1	8	16107878	16567490
